#oto generated by Order: A Python Tool
#Q  count
0.010	14
0.020	12
0.030	13
0.040	20
0.050	20
0.060	22
0.070	18
0.080	22
0.090	36
0.100	33
0.110	40
0.120	35
0.130	52
0.140	59
0.150	50
0.160	82
0.170	88
0.180	86
0.190	119
0.200	108
0.210	116
0.220	119
0.230	134
0.240	160
0.250	213
0.260	187
0.270	212
0.280	222
0.290	240
0.300	270
0.310	299
0.320	338
0.330	374
0.340	401
0.350	382
0.360	469
0.370	498
0.380	495
0.390	601
0.400	658
0.410	758
0.420	795
0.430	880
0.440	906
0.450	998
0.460	1101
0.470	1162
0.480	1316
0.490	1351
0.500	1419
0.510	1535
0.520	1662
0.530	1619
0.540	1648
0.550	1628
0.560	1617
0.570	1737
0.580	1785
0.590	1812
0.600	1872
0.610	1924
0.620	1932
0.630	2063
0.640	2170
0.650	2130
0.660	2190
0.670	2266
0.680	2400
0.690	2332
0.700	2542
0.710	2479
0.720	2595
0.730	2679
0.740	2685
0.750	2787
0.760	2787
0.770	2742
0.780	2785
0.790	2864
0.800	2736
0.810	2803
0.820	2720
0.830	2629
0.840	2511
0.850	2456
0.860	2360
0.870	2350
0.880	2227
0.890	1967
0.900	1818
0.910	1682
0.920	1481
0.930	1289
0.940	1096
0.950	840
0.960	695
0.970	500
0.980	305
0.990	128
1.000	40
