#oto generated by Order: A Python Tool
#Q  count
0.010	17
0.020	15
0.030	24
0.040	22
0.050	31
0.060	39
0.070	27
0.080	50
0.090	38
0.100	50
0.110	57
0.120	64
0.130	79
0.140	84
0.150	110
0.160	113
0.170	117
0.180	145
0.190	156
0.200	178
0.210	160
0.220	190
0.230	238
0.240	265
0.250	294
0.260	311
0.270	349
0.280	370
0.290	443
0.300	492
0.310	498
0.320	575
0.330	622
0.340	644
0.350	769
0.360	829
0.370	897
0.380	953
0.390	1157
0.400	1212
0.410	1366
0.420	1468
0.430	1617
0.440	1701
0.450	1834
0.460	2101
0.470	2238
0.480	2286
0.490	2611
0.500	2751
0.510	2902
0.520	2911
0.530	3166
0.540	3227
0.550	3316
0.560	3303
0.570	3375
0.580	3430
0.590	3676
0.600	3716
0.610	3895
0.620	4010
0.630	4209
0.640	4137
0.650	4367
0.660	4567
0.670	4757
0.680	5006
0.690	5127
0.700	5175
0.710	5292
0.720	5507
0.730	5696
0.740	5759
0.750	5736
0.760	5919
0.770	6118
0.780	6034
0.790	6088
0.800	5993
0.810	5863
0.820	5854
0.830	5746
0.840	5623
0.850	5462
0.860	5322
0.870	5114
0.880	4846
0.890	4546
0.900	4114
0.910	3731
0.920	3327
0.930	2963
0.940	2489
0.950	1978
0.960	1578
0.970	1121
0.980	712
0.990	336
1.000	85
