#oto generated by Order: A Python Tool
#Q  count
0.010	166
0.020	187
0.030	214
0.040	231
0.050	290
0.060	284
0.070	304
0.080	360
0.090	325
0.100	432
0.110	443
0.120	457
0.130	551
0.140	542
0.150	612
0.160	625
0.170	726
0.180	764
0.190	840
0.200	947
0.210	939
0.220	1069
0.230	1062
0.240	1260
0.250	1303
0.260	1395
0.270	1495
0.280	1577
0.290	1631
0.300	1799
0.310	1871
0.320	2048
0.330	2140
0.340	2314
0.350	2434
0.360	2604
0.370	2750
0.380	2818
0.390	2968
0.400	3101
0.410	3383
0.420	3656
0.430	3647
0.440	3954
0.450	4278
0.460	4303
0.470	4579
0.480	4575
0.490	4886
0.500	4943
0.510	5016
0.520	4924
0.530	4917
0.540	4819
0.550	4795
0.560	4629
0.570	4640
0.580	4469
0.590	4499
0.600	4467
0.610	4360
0.620	4379
0.630	4333
0.640	4248
0.650	4168
0.660	4296
0.670	4106
0.680	3980
0.690	3942
0.700	3850
0.710	3909
0.720	3724
0.730	3659
0.740	3689
0.750	3429
0.760	3432
0.770	3403
0.780	3324
0.790	3157
0.800	2976
0.810	2907
0.820	2741
0.830	2522
0.840	2497
0.850	2248
0.860	2170
0.870	1970
0.880	1957
0.890	1804
0.900	1532
0.910	1432
0.920	1231
0.930	1095
0.940	917
0.950	676
0.960	555
0.970	371
0.980	233
0.990	110
1.000	25
