#oto generated by Order: A Python Tool
#Q  count
0.010	90
0.020	102
0.030	86
0.040	127
0.050	122
0.060	137
0.070	170
0.080	202
0.090	198
0.100	218
0.110	232
0.120	280
0.130	291
0.140	334
0.150	334
0.160	347
0.170	430
0.180	475
0.190	479
0.200	528
0.210	580
0.220	649
0.230	702
0.240	750
0.250	840
0.260	902
0.270	998
0.280	1076
0.290	1102
0.300	1227
0.310	1343
0.320	1478
0.330	1553
0.340	1630
0.350	1742
0.360	1939
0.370	2010
0.380	2175
0.390	2303
0.400	2523
0.410	2677
0.420	2926
0.430	3099
0.440	3277
0.450	3584
0.460	3739
0.470	4104
0.480	4259
0.490	4389
0.500	4584
0.510	4607
0.520	4778
0.530	4803
0.540	4827
0.550	4760
0.560	4741
0.570	4788
0.580	4769
0.590	4767
0.600	4797
0.610	4902
0.620	4832
0.630	4824
0.640	4838
0.650	5031
0.660	5026
0.670	5092
0.680	5121
0.690	4960
0.700	5136
0.710	5189
0.720	5157
0.730	5161
0.740	5031
0.750	5100
0.760	5138
0.770	5010
0.780	4853
0.790	4708
0.800	4754
0.810	4613
0.820	4485
0.830	4303
0.840	4204
0.850	3986
0.860	3946
0.870	3535
0.880	3332
0.890	3191
0.900	2849
0.910	2447
0.920	2305
0.930	1931
0.940	1631
0.950	1333
0.960	1063
0.970	691
0.980	514
0.990	221
1.000	38
