#oto generated by Order: A Python Tool
#Q  count
0.010	143
0.020	163
0.030	182
0.040	199
0.050	222
0.060	245
0.070	304
0.080	323
0.090	339
0.100	379
0.110	415
0.120	467
0.130	438
0.140	559
0.150	574
0.160	664
0.170	711
0.180	797
0.190	789
0.200	886
0.210	940
0.220	1051
0.230	1116
0.240	1229
0.250	1280
0.260	1368
0.270	1526
0.280	1570
0.290	1674
0.300	1837
0.310	1876
0.320	2133
0.330	2260
0.340	2418
0.350	2643
0.360	2772
0.370	2897
0.380	3017
0.390	3340
0.400	3477
0.410	3774
0.420	3959
0.430	4206
0.440	4492
0.450	4742
0.460	4955
0.470	5248
0.480	5456
0.490	5583
0.500	5705
0.510	6013
0.520	5968
0.530	6078
0.540	5783
0.550	5948
0.560	5703
0.570	5757
0.580	5659
0.590	5657
0.600	5580
0.610	5499
0.620	5596
0.630	5622
0.640	5607
0.650	5634
0.660	5606
0.670	5561
0.680	5535
0.690	5395
0.700	5373
0.710	5420
0.720	5234
0.730	5313
0.740	5130
0.750	5121
0.760	4980
0.770	4936
0.780	4764
0.790	4560
0.800	4548
0.810	4412
0.820	4254
0.830	4014
0.840	3890
0.850	3720
0.860	3424
0.870	3263
0.880	2957
0.890	2768
0.900	2520
0.910	2289
0.920	1981
0.930	1653
0.940	1511
0.950	1147
0.960	838
0.970	643
0.980	420
0.990	189
1.000	43
